Sucursal,Equipo,Fecha,Temperatura C°,Observaciones,Responsable,email
Plaza Egaña,EGA001,07-07-2025 21:15:00,3.1,,David,huente.plazaegana@gmail.com
Costanera,COS001,07-07-2025 21:00:00,8.1,,Jessica,huentecostanera@gmail.com
Costanera,COS001,07-07-2025 21:00:00,8.1,,Jesica,huentecostanera@gmail.com
Costanera,COS002,07-07-2025 21:00:00,0.9,,Jesdica,huentecostanera@gmail.com
Costanera,COS004,07-07-2025 21:00:00,4.9,,Jessica,huentecostanera@gmail.com
Costanera,COS003,07-07-2025 21:00:00,-20.3,,Jesica,huentecostanera@gmail.com
Plaza Egaña,EGA001,07-07-2025 17:36:00,2.7,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,07-07-2025 17:30:00,2.9,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,07-07-2025 17:27:00,9.5,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,07-07-2025 17:20:00,5.7,,Luis Chara,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,07-07-2025 17:18:00,2.7,,Luis Chara,huente.plazaegana@gmail.com
Costanera,COS001,07-07-2025 17:00:00,7.9,,Jesica,huentecostanera@gmail.com
Costanera,COS001,07-07-2025 17:00:00,7.9,,Jesica,huentecostanera@gmail.com
Costanera,COS002,07-07-2025 17:00:00,0.5,,Jessica,huentecostanera@gmail.com
Costanera,COS004,07-07-2025 17:00:00,5.1,,Jesica,huentecostanera@gmail.com
Costanera,COS003,07-07-2025 17:00:00,-19.9,,Jesica,huentecostanera@gmail.com
Plaza Egaña,EGA001,07-07-2025 12:36:00,0.9,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,07-07-2025 12:17:00,9.5,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,07-07-2025 12:16:00,6.3,,Luis Chara,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,07-07-2025 12:15:00,0.9,,Luis Chara,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,07-07-2025 12:13:00,1.9,,Luis,huente.plazaegana@gmail.com
Costanera,COS001,07-07-2025 12:08:00,7.4,,,huentecostanera@gmail.com
Costanera,COS002,07-07-2025 12:08:00,0.9,,Jessica,huentecostanera@gmail.com
Costanera,COS004,07-07-2025 12:08:00,4.3,,Jesica,huentecostanera@gmail.com
Costanera,COS003,07-07-2025 12:02:00,-17.5,,Jesica,huentecostanera@gmail.com
Costanera,COS001,07-07-2025 12:00:00,7.4,,Jessica,huentecostanera@gmail.com
Plaza Egaña,EGA001,06-07-2025 21:28:00,2.7,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,06-07-2025 21:28:00,10.1,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,06-07-2025 21:26:00,2.9,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,06-07-2025 21:20:00,4.8,,David,huente.plazaegana@gmail.com
Costanera,COS003,06-07-2025 21:00:00,-20.8,,Matias,huentecostanera@gmail.com
Costanera,COS001,06-07-2025 20:00:00,8.5,,Matias,huentecostanera@gmail.com
Costanera,COS002,06-07-2025 20:00:00,0.7,,Matias,huentecostanera@gmail.com
Costanera,COS004,06-07-2025 20:00:00,3.4,,Matias,huentecostanera@gmail.com
Plaza Egaña,EGA002,06-07-2025 17:39:00,6.2,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,06-07-2025 17:34:00,3.2,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,06-07-2025 17:33:00,3.2,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,06-07-2025 17:25:00,9.8,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,06-07-2025 17:20:00,3,,Luis,huente.plazaegana@gmail.com
Costanera,COS003,06-07-2025 17:02:00,-19.8,,Matias,huentecostanera@gmail.com
Costanera,COS001,06-07-2025 17:00:00,8.1,,,huentecostanera@gmail.com
Costanera,COS002,06-07-2025 17:00:00,0.8,,Matias,huentecostanera@gmail.com
Costanera,COS004,06-07-2025 17:00:00,4.4,,Matias,huentecostanera@gmail.com
Plaza Egaña,EGA002,06-07-2025 12:40:00,4.9,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,06-07-2025 12:32:00,2.9,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,06-07-2025 12:31:00,2.9,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,06-07-2025 12:20:00,2.8,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,06-07-2025 12:17:00,9.9,,Luis,huente.plazaegana@gmail.com
Costanera,COS003,06-07-2025 12:01:00,-20.5,,Matias,huentecostanera@gmail.com
Costanera,COS001,06-07-2025 12:00:00,12.4,,Matias,huentecostanera@gmail.com
Costanera,COS002,06-07-2025 12:00:00,0.9,,Matias,huentecostanera@gmail.com
Costanera,COS004,06-07-2025 12:00:00,3.6,,Matias,huentecostanera@gmail.com
Costanera,COS004,06-07-2025 12:00:00,3.6,,,huentecostanera@gmail.com
Costanera,COS003,05-07-2025 22:00:00,-18.8,,Jessica,huentecostanera@gmail.com
Plaza Egaña,EGA004,05-07-2025 21:29:00,3.1,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,05-07-2025 21:28:00,6.5,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,05-07-2025 21:26:00,2.9,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,05-07-2025 21:25:00,10.4,,Luis,huente.plazaegana@gmail.com
Costanera,COS001,05-07-2025 21:00:00,8.2,,Matias,huentecostanera@gmail.com
Costanera,COS002,05-07-2025 21:00:00,0.6,,Matias,huentecostanera@gmail.com
Costanera,COS004,05-07-2025 21:00:00,5.6,,,huentecostanera@gmail.com
Plaza Egaña,EGA003,05-07-2025 17:44:00,9.9,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,05-07-2025 17:34:00,5.9,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,05-07-2025 17:32:00,2.9,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,05-07-2025 17:31:00,3,,David,huente.plazaegana@gmail.com
Costanera,COS001,05-07-2025 17:00:00,8.1,,Matias,huentecostanera@gmail.com
Costanera,COS002,05-07-2025 17:00:00,0.5,,Matias,huentecostanera@gmail.com
Costanera,COS004,05-07-2025 17:00:00,5.6,,Mstias,huentecostanera@gmail.com
Costanera,COS003,05-07-2025 17:00:00,-19.5,,Matias,huentecostanera@gmail.com
Plaza Egaña,EGA003,05-07-2025 12:43:00,10.1,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,05-07-2025 12:34:00,5.6,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,05-07-2025 12:30:00,2.6,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,05-07-2025 12:24:00,2.4,,Luis,huente.plazaegana@gmail.com
Costanera,COS001,05-07-2025 12:00:00,8.6,,Matias,huentecostanera@gmail.com
Costanera,COS002,05-07-2025 12:00:00,0.1,,Matias,huentecostanera@gmail.com
Costanera,COS004,05-07-2025 12:00:00,3.7,,Matias,huentecostanera@gmail.com
Costanera,COS003,05-07-2025 12:00:00,-19.7,,Matias,huentecostanera@gmail.com
Plaza Egaña,EGA004,04-07-2025 22:30:00,2.8,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,04-07-2025 22:26:00,9.8,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,04-07-2025 22:21:00,4.9,,Luis Chara,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,04-07-2025 22:20:00,2.6,,Luis Chara,huente.plazaegana@gmail.com
Costanera,COS001,04-07-2025 21:00:00,7.6,,Jessica,huentecostanera@gmail.com
Costanera,COS002,04-07-2025 21:00:00,0.8,,Jessica,huentecostanera@gmail.com
Costanera,COS004,04-07-2025 21:00:00,5.1,,Jessica,huentecostanera@gmail.com
Costanera,COS003,04-07-2025 21:00:00,-20,,,huentecostanera@gmail.com
Plaza Egaña,EGA004,04-07-2025 17:27:00,3.1,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,04-07-2025 17:25:00,9.9,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,04-07-2025 17:20:00,6,,Luis Chara,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,04-07-2025 17:15:00,2.2,,Luis Chara,huente.plazaegana@gmail.com
Costanera,COS001,04-07-2025 17:00:00,9.1,,Jessica,huentecostanera@gmail.com
Costanera,COS002,04-07-2025 17:00:00,0.4,,,huentecostanera@gmail.com
Costanera,COS004,04-07-2025 17:00:00,4.1,,Jessica,huentecostanera@gmail.com
Costanera,COS003,04-07-2025 17:00:00,-16.9,,Jesica,huentecostanera@gmail.com
Costanera,COS001,04-07-2025 13:10:00,8.1,,Jessica,huentecostanera@gmail.com
Costanera,COS002,04-07-2025 13:10:00,1.2,,Jesica,huentecostanera@gmail.com
Plaza Egaña,EGA004,04-07-2025 12:26:00,3.3,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,04-07-2025 12:22:00,9.5,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,04-07-2025 12:20:00,6.8,,Luis Chara,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,04-07-2025 12:15:00,4,,Luis Chara,huente.plazaegana@gmail.com
Costanera,COS004,04-07-2025 12:10:00,4.3,,Jessica,huentecostanera@gmail.com
Costanera,COS001,04-07-2025 12:00:00,9,,Jessica H.,huentecostanera@gmail.com
Costanera,COS003,04-07-2025 12:00:00,-18.5,,Jesica,huentecostanera@gmail.com
Plaza Egaña,EGA003,03-07-2025 21:45:00,9.3,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,03-07-2025 21:45:00,3.2,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,03-07-2025 21:42:00,4.8,,Luis Chara,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,03-07-2025 21:40:00,2.6,,Luis Chara,huente.plazaegana@gmail.com
Costanera,COS003,03-07-2025 21:00:00,-20.8,,Jesica,huentecostanera@gmail.com
Costanera,COS001,03-07-2025 20:00:00,9.1,,Jessica,huentecostanera@gmail.com
Costanera,COS002,03-07-2025 20:00:00,1.6,,Jessica,huentecostanera@gmail.com
Costanera,COS004,03-07-2025 20:00:00,4.3,,Jessica,huentecostanera@gmail.com
Costanera,COS002,03-07-2025 17:55:00,0.7,,Jessica,huentecostanera@gmail.com
Costanera,COS001,03-07-2025 17:35:00,7.4,,Jessica,huentecostanera@gmail.com
Costanera,COS004,03-07-2025 17:35:00,3.9,,,huentecostanera@gmail.com
Plaza Egaña,EGA004,03-07-2025 17:24:00,3.4,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,03-07-2025 17:20:00,9.1,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,03-07-2025 17:18:00,6.5,,Luis Chara,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,03-07-2025 17:15:00,3.5,,Luis Chara,huente.plazaegana@gmail.com
Costanera,COS003,03-07-2025 17:00:00,-17.8,,Jesica,huentecostanera@gmail.com
Plaza Egaña,EGA004,03-07-2025 12:28:00,3.9,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,03-07-2025 12:26:00,10.5,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,03-07-2025 12:24:00,5.5,,Luis Chara,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,03-07-2025 12:23:00,4.7,,Luis Chara,huente.plazaegana@gmail.com
Costanera,COS001,03-07-2025 12:00:00,7.6,,Jessica H.,huentecostanera@gmail.com
Costanera,COS002,03-07-2025 12:00:00,0.2,,Jessica,huentecostanera@gmail.com
Costanera,COS004,03-07-2025 12:00:00,4.1,,Jesica,huentecostanera@gmail.com
Costanera,COS003,03-07-2025 12:00:00,-19.9,,Jesica,huentecostanera@gmail.com
Plaza Egaña,EGA004,02-07-2025 21:42:00,4.1,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,02-07-2025 21:40:00,10.3,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,02-07-2025 21:35:00,1.2,,Luis Chara,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,02-07-2025 21:35:00,5,,Luis Chara,huente.plazaegana@gmail.com
Costanera,COS003,02-07-2025 21:29:00,-17.8,,Jesica,huentecostanera@gmail.com
Costanera,COS001,02-07-2025 21:15:00,7.3,,Jessica H.,huentecostanera@gmail.com
Costanera,COS002,02-07-2025 21:15:00,0.3,,Jessica,huentecostanera@gmail.com
Costanera,COS004,02-07-2025 21:15:00,4.8,,Ninoska,huentecostanera@gmail.com
Plaza Egaña,EGA004,02-07-2025 17:25:00,2.9,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,02-07-2025 17:22:00,9.5,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,02-07-2025 17:21:00,2.2,,Luis Chara,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,02-07-2025 17:20:00,5.6,,Luis Chara,huente.plazaegana@gmail.com
Costanera,COS003,02-07-2025 17:14:00,-19.5,,Jesixa,huentecostanera@gmail.com
Costanera,COS001,02-07-2025 17:00:00,7.6,,Jessica H.,huentecostanera@gmail.com
Costanera,COS002,02-07-2025 17:00:00,0.8,,Jessica,huentecostanera@gmail.com
Costanera,COS004,02-07-2025 17:00:00,4.9,,Jesica,huentecostanera@gmail.com
Costanera,COS003,02-07-2025 12:30:00,-18.09,,Jesica,huentecostanera@gmail.com
Plaza Egaña,EGA004,02-07-2025 12:30:00,3.4,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,02-07-2025 12:28:00,9.7,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,02-07-2025 12:25:00,4.8,,Luis Chara,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,02-07-2025 12:20:00,4.5,,Luis Chara,huente.plazaegana@gmail.com
Costanera,COS001,02-07-2025 12:10:00,8.2,,,huentecostanera@gmail.com
Costanera,COS002,02-07-2025 12:10:00,0.6,,Jessica,huentecostanera@gmail.com
Costanera,COS004,02-07-2025 12:10:00,4.6,,Jesica,huentecostanera@gmail.com
MUT,MUT001,02-07-2025 12:10:00,10,,,carloscarvajal2.0@gmail.com
Costanera,COS003,01-07-2025 21:37:00,-19.6,,Jessica,huentecostanera@gmail.com
Plaza Egaña,EGA004,01-07-2025 21:20:00,2.9,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,01-07-2025 21:17:00,9.8,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,01-07-2025 21:16:00,5,,Luis Chara,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,01-07-2025 21:15:00,3,,Luis Chara,huente.plazaegana@gmail.com
Costanera,COS001,01-07-2025 21:10:00,8.1,,Jessica H.,huentecostanera@gmail.com
Costanera,COS002,01-07-2025 21:10:00,1.4,,Jessica,huentecostanera@gmail.com
Costanera,COS004,01-07-2025 21:10:00,4.9,,Jessica,huentecostanera@gmail.com
Costanera,COS003,01-07-2025 17:45:00,-18.5,,Jesica,huentecostanera@gmail.com
Plaza Egaña,EGA003,01-07-2025 17:20:00,9.1,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,01-07-2025 17:18:00,3.3,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,01-07-2025 17:17:00,3.7,,Luis Chara,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,01-07-2025 17:15:00,4.6,,Luis Chara,huente.plazaegana@gmail.com
Costanera,COS001,01-07-2025 17:10:00,8.2,,Jessica H.,huentecostanera@gmail.com
Costanera,COS002,01-07-2025 17:10:00,1.2,,Jesica,huentecostanera@gmail.com
Costanera,COS004,01-07-2025 17:10:00,5.1,,Jessixa,huentecostanera@gmail.com
Costanera,COS003,01-07-2025 12:38:00,-20.05,,,huentecostanera@gmail.com
Plaza Egaña,EGA004,01-07-2025 12:20:00,3.1,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,01-07-2025 12:17:00,10.9,,Luis,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,01-07-2025 12:16:00,5.8,,Luis Chara,huente.plazaegana@gmail.com
Plaza Egaña,EGA001,01-07-2025 12:15:00,1.9,,Luis Chara,huente.plazaegana@gmail.com
Costanera,COS001,01-07-2025 12:00:00,7.9,,Jessica H.,huentecostanera@gmail.com
Costanera,COS001,01-07-2025 12:00:00,9,,Jessica H.,huentecostanera@gmail.com
Costanera,COS002,01-07-2025 12:00:00,0.3,,Jessica,huentecostanera@gmail.com
Costanera,COS004,01-07-2025 12:00:00,4.3,,Jessica,huentecostanera@gmail.com
MUT,PE001,01-07-2025 12:00:00,10,,,carloscarvajal2.0@gmail.com
Plaza Egaña,MUT001,30-06-2025 20:57:39,10,,,carloscarvajal2.0@gmail.com
MUT,MUT001,30-06-2025 20:57:39,10,,,carloscarvajal2.0@gmail.com
MUT,MUT001,29-06-2025 0:00:00,10,,,carloscarvajal2.0@gmail.com
MUT,MUT001,28-06-2025 0:00:00,10,,,carloscarvajal2.0@gmail.com
MUT,MUT001,05-06-2025 0:00:00,10,,,carloscarvajal2.0@gmail.com
MUT,MUT001,30-05-2025 0:00:00,10,,,carloscarvajal2.0@gmail.com
MUT,MUT001,14-08-2025 11:10:43,0.5,,Paula,huente.mut@gmail.com
MUT,MUT002,14-08-2025 11:14:46,0.6,,Paula,huente.mut@gmail.com
MUT,MUT003,14-08-2025 11:14:57,0.1,,Paula,huente.mut@gmail.com
MUT,MUT004,14-08-2025 11:15:17,11,,Paula,huente.mut@gmail.com
Esc. Militar,EM001,14-08-2025 12:12:59,11.6,,Alejandra,huente.escuelamilitar@gmail.com
Esc. Militar,EM003,14-08-2025 12:14:26,19.3,,Alejandra,huente.escuelamilitar@gmail.com
Esc. Militar,EM002,14-08-2025 12:15:51,11.5,,Alejandra,huente.escuelamilitar@gmail.com
Esc. Militar,EM004,14-08-2025 12:19:03,8.7,,Alejandra,huente.escuelamilitar@gmail.com
Esc. Militar,EM005,14-08-2025 12:22:31,1.5,,Alejandra,huente.escuelamilitar@gmail.com
Costanera,COS001,14-08-2025 12:31:00,5.3,,Nino,huentecostanera@gmail.com
Costanera,COS002,14-08-2025 12:32:00,3.1,,Nino,huentecostanera@gmail.com
Costanera,COS003,14-08-2025 12:33:00,-23.6,,Nino,huentecostanera@gmail.com
Plaza Egaña,EGA001,14-08-2025 12:12:00,0.7,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,14-08-2025 12:13:00,6.2,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,14-08-2025 12:14:00,5.8,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,14-08-2025 12:15:00,1.9,,David,huente.plazaegana@gmail.com
MUT,MUT001,14-08-2025 16:02:14,0.6,,Paula,huente.mut@gmail.com
MUT,MUT002,14-08-2025 16:02:38,0.6,,Paula,huente.mut@gmail.com
MUT,MUT003,14-08-2025 16:02:52,0.5,,Paula,huente.mut@gmail.com
MUT,MUT004,14-08-2025 16:03:07,14.7,,Paula,huente.mut@gmail.com
Esc. Militar,EM001,14-08-2025 16:31:54,12.1,,Alejandra,huente.escuelamilitar@gmail.com
Esc. Militar,EM003,14-08-2025 16:32:39,20.1,,Alejandra,huente.escuelamilitar@gmail.com
Esc. Militar,EM002,14-08-2025 16:32:57,12.3,,Alejandra,huente.escuelamilitar@gmail.com
Esc. Militar,EM004,14-08-2025 16:33:24,6.8,,Alejandra,huente.escuelamilitar@gmail.com
Esc. Militar,EM005,14-08-2025 16:33:44,5.8,,Alejandra,huente.escuelamilitar@gmail.com
Costanera,COS001,14-08-2025 17:05:10,4.7,,Florencia,huentecostanera@gmail.com
Costanera,COS002,14-08-2025 17:05:50,2.7,,Florencia,huentecostanera@gmail.com
Costanera,COS004,14-08-2025 17:07:26,3.6,,Florencia,huentecostanera@gmail.com
Costanera,COS003,14-08-2025 17:12:42,-26,,Florencia,huentecostanera@gmail.com
Esc. Militar,EM001,14-08-2025 18:44:28,12.3,,Alejandra,huente.escuelamilitar@gmail.com
Esc. Militar,EM003,14-08-2025 18:45:16,16.1,,Alejandra,huente.escuelamilitar@gmail.com
Esc. Militar,EM002,14-08-2025 18:50:32,12.1,,Alejandra,huente.escuelamilitar@gmail.com
Esc. Militar,EM004,14-08-2025 18:51:08,10.1,,Alejandra,huente.escuelamilitar@gmail.com
Esc. Militar,EM005,14-08-2025 18:52:31,2.1,,Alejandra,huente.escuelamilitar@gmail.com
Plaza Egaña,EGA001,14-08-2025 17:20:00,1.5,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,14-08-2025 17:20:00,5.2,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,14-08-2025 17:21:00,10.2,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,14-08-2025 17:33:00,2.9,,David,huente.plazaegana@gmail.com
MUT,MUT001,14-08-2025 20:38:15,0.6,,Paula,huente.mut@gmail.com
MUT,MUT002,14-08-2025 20:38:38,0.3,,Paula,huente.mut@gmail.com
MUT,MUT003,14-08-2025 20:38:52,0.5,,Paula,huente.mut@gmail.com
MUT,MUT004,14-08-2025 20:39:04,12.2,,Paula,huente.mut@gmail.com
Costanera,COS001,14-08-2025 21:35:09,6.1,,Nino,huentecostanera@gmail.com
Costanera,COS002,14-08-2025 21:35:41,3.1,,Nino,huentecostanera@gmail.com
Costanera,COS003,14-08-2025 21:36:04,-23.4,,Nino,huentecostanera@gmail.com
Costanera,COS004,14-08-2025 21:37:19,4.1,,Nino,huentecostanera@gmail.com
Plaza Egaña,EGA001,14-08-2025 21:51:50,2.4,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,14-08-2025 21:52:05,5.2,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,14-08-2025 21:52:21,10,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,14-08-2025 21:52:44,3.2,,David,huente.plazaegana@gmail.com
Costanera,COS001,15-08-2025 9:56:47,9.9,,Florencia,huentecostanera@gmail.com
Costanera,COS002,15-08-2025 9:57:16,-6.3,,Florencia,huentecostanera@gmail.com
Costanera,COS004,15-08-2025 10:05:21,5.1,,Florencia,huentecostanera@gmail.com
Costanera,COS003,15-08-2025 10:16:37,-22.2,,Florencia,huentecostanera@gmail.com
MUT,MUT001,15-08-2025 11:07:17,0.5,,Paula,huente.mut@gmail.com
MUT,MUT002,15-08-2025 11:07:27,0.4,,Paula,huente.mut@gmail.com
MUT,MUT003,15-08-2025 11:08:19,0.4,,Paula,huente.mut@gmail.com
MUT,MUT004,15-08-2025 11:08:43,9.6,,Paula,huente.mut@gmail.com
Esc. Militar,EM001,15-08-2025 12:06:04,11.6,,Alejandra,huente.escuelamilitar@gmail.com
Esc. Militar,EM002,15-08-2025 12:06:54,13.7,,Alejandra,huente.escuelamilitar@gmail.com
Esc. Militar,EM003,15-08-2025 12:08:45,16.3,,Alejandra,huente.escuelamilitar@gmail.com
Esc. Militar,EM004,15-08-2025 12:10:03,10.2,,Alejandra,huente.escuelamilitar@gmail.com
Esc. Militar,EM005,15-08-2025 12:12:55,4,,Alejandra,huente.escuelamilitar@gmail.com
Plaza Egaña,EGA001,15-08-2025 12:35:00,3.2,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,15-08-2025 12:35:00,5.5,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,15-08-2025 12:36:00,12.1,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,15-08-2025 12:37:00,2.4,,David,huente.plazaegana@gmail.com
MUT,MUT001,15-08-2025 16:02:04,1.1,,Paula,huente.mut@gmail.com
MUT,MUT002,15-08-2025 16:02:29,0.6,,Paula,huente.mut@gmail.com
MUT,MUT003,15-08-2025 16:02:40,0.8,,Paula,huente.mut@gmail.com
MUT,MUT004,15-08-2025 16:02:59,18,,Paula,huente.mut@gmail.com
Esc. Militar,EM001,15-08-2025 16:33:51,8.5,,Alejandra,huente.escuelamilitar@gmail.com
Esc. Militar,EM003,15-08-2025 16:34:30,15.2,,Alejandra,huente.escuelamilitar@gmail.com
Esc. Militar,EM002,15-08-2025 16:39:00,10.7,,Alejandra,huente.escuelamilitar@gmail.com
Esc. Militar,EM004,15-08-2025 16:39:49,10.2,,Alejandra,huente.escuelamilitar@gmail.com
Esc. Militar,EM005,15-08-2025 16:41:33,3.8,,Alejandra,huente.escuelamilitar@gmail.com
Costanera,COS001,15-08-2025 17:25:37,3.9,,Florencia,huentecostanera@gmail.com
Costanera,COS002,15-08-2025 17:28:42,-1.9,,Florencia,huentecostanera@gmail.com
Costanera,COS003,15-08-2025 17:29:29,-22.6,,Florencia,huentecostanera@gmail.com
Costanera,COS004,15-08-2025 17:35:04,3.5,,Florencia,huentecostanera@gmail.com
Esc. Militar,EM001,15-08-2025 18:53:07,10.6,,Alejandra,huente.escuelamilitar@gmail.com
Esc. Militar,EM003,15-08-2025 18:54:11,14.2,,Alejandra,huente.escuelamilitar@gmail.com
Esc. Militar,EM002,15-08-2025 18:54:50,9.5,,Alejandra,huente.escuelamilitar@gmail.com
Esc. Militar,EM004,15-08-2025 18:57:17,10.2,,Alejandra,huente.escuelamilitar@gmail.com
Esc. Militar,EM005,15-08-2025 18:58:11,-0.03,,Alejandra,huente.escuelamilitar@gmail.com
Plaza Egaña,EGA001,15-08-2025 17:37:00,3.6,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA002,15-08-2025 17:38:00,6.7,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA003,15-08-2025 17:40:00,10.4,,David,huente.plazaegana@gmail.com
Plaza Egaña,EGA004,15-08-2025 17:41:00,3.4,,David,huente.plazaegana@gmail.com
MUT,MUT001,15-08-2025 20:55:28,1,,Paula,huente.mut@gmail.com
MUT,MUT002,15-08-2025 20:55:40,0.5,,Pauka,huente.mut@gmail.com
MUT,MUT003,15-08-2025 20:55:49,1.1,,Paula,huente.mut@gmail.com
MUT,MUT004,15-08-2025 20:55:59,12.8,,Paula,huente.mut@gmail.com
Costanera,COS001,15-08-2025 21:57:05,5.8,,Nino,huentecostanera@gmail.com
Costanera,COS002,15-08-2025 21:57:39,3.2,,Nino,huentecostanera@gmail.com
Costanera,COS003,15-08-2025 21:57:49,-23,,Nino,huentecostanera@gmail.com
Costanera,COS004,15-08-2025 21:58:00,3.5,,Nino,huentecostanera@gmail.com
MUT,MUT003,16-08-2025 10:21:02,0.01,,Nicole,huente.mut@gmail.com
MUT,MUT001,16-08-2025 10:21:13,10,,Nicole,huente.mut@gmail.com
MUT,MUT002,16-08-2025 10:21:28,0.02,,Nicole,huente.mut@gmail.com
MUT,MUT004,16-08-2025 10:21:43,12.02,,Nicole,huente.mut@gmail.com
Esc. Militar,EM001,16-08-2025 10:44:59,9.4,,Almendra,huente.escuelamilitar@gmail.com
Esc. Militar,EM002,16-08-2025 11:04:49,9.4,,Almendra,huente.escuelamilitar@gmail.com
Esc. Militar,EM003,16-08-2025 11:13:51,16.8,,Almendra,huente.escuelamilitar@gmail.com
Esc. Militar,EM004,16-08-2025 11:23:45,7.7,,Almendra,huente.escuelamilitar@gmail.com
Esc. Militar,EM005,16-08-2025 11:31:17,1.3,,Almendra,huente.escuelamilitar@gmail.com
Costanera,COS002,16-08-2025 12:01:04,2.6,,Matias,huentecostanera@gmail.com
Costanera,COS001,16-08-2025 12:01:29,9.6,,Matias,huentecostanera@gmail.com
Costanera,COS003,16-08-2025 12:01:45,-21.3,,Matias,huentecostanera@gmail.com
